,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,Casual,Registered,All,seasons,day,weather,month,year
141,142,2011-05-22,2,0,5,0,0,Not Working Day,1,24.8,28.7,75.0,14.8,1576,3084,4660,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2011
142,143,2011-05-23,2,0,5,0,1,Working Day,2,25.9,29.5,81.0,23.4,836,3438,4274,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2011
143,144,2011-05-24,2,0,5,0,2,Working Day,2,27.1,30.2,74.1,20.7,659,3833,4492,Summer,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",May,2011
144,145,2011-05-25,2,0,5,0,3,Working Day,1,27.1,30.8,69.6,15.4,740,4238,4978,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2011
145,146,2011-05-26,2,0,5,0,4,Working Day,1,29.0,32.7,67.8,20.0,758,3919,4677,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2011
146,147,2011-05-27,2,0,5,0,5,Working Day,1,27.9,31.9,65.4,24.1,871,3808,4679,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2011
147,148,2011-05-28,2,0,5,0,6,Not Working Day,1,26.9,30.6,73.0,23.0,2001,2757,4758,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2011
148,149,2011-05-29,2,0,5,0,0,Not Working Day,1,27.4,30.8,81.9,21.4,2355,2433,4788,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2011
149,150,2011-05-30,2,0,5,1,1,Not Working Day,1,30.1,33.6,68.5,13.1,1549,2549,4098,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2011
150,151,2011-05-31,2,0,5,0,2,Working Day,1,31.8,36.3,63.7,11.1,673,3309,3982,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",May,2011
151,152,2011-06-01,2,0,6,0,3,Working Day,2,31.3,36.0,67.7,20.7,513,3461,3974,Summer,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2011
152,153,2011-06-02,2,0,6,0,4,Working Day,1,29.3,32.2,30.5,29.2,736,4232,4968,Summer,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
153,154,2011-06-03,2,0,6,0,5,Working Day,1,25.4,29.4,35.4,25.3,898,4414,5312,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
154,155,2011-06-04,2,0,6,0,6,Not Working Day,1,26.0,29.7,45.6,12.3,1869,3473,5342,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
155,156,2011-06-05,2,0,6,0,0,Not Working Day,2,26.6,30.8,65.2,13.9,1685,3221,4906,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2011
156,157,2011-06-06,2,0,6,0,1,Working Day,1,27.8,31.1,60.0,12.2,673,3875,4548,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
157,158,2011-06-07,2,0,6,0,2,Working Day,1,29.0,32.8,59.8,18.8,763,4070,4833,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
158,159,2011-06-08,2,0,6,0,3,Working Day,1,31.8,36.4,62.2,13.7,676,3725,4401,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
159,160,2011-06-09,2,0,6,0,4,Working Day,2,33.1,37.9,56.8,15.0,563,3352,3915,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2011
160,161,2011-06-10,2,0,6,0,5,Working Day,1,31.0,35.2,60.5,14.1,815,3771,4586,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
161,162,2011-06-11,2,0,6,0,6,Not Working Day,1,29.7,33.9,65.5,15.5,1729,3237,4966,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
162,163,2011-06-12,2,0,6,0,0,Not Working Day,1,28.4,32.2,74.8,16.4,1467,2993,4460,Summer,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
163,164,2011-06-13,2,0,6,0,1,Working Day,1,26.0,30.1,49.5,30.5,863,4157,5020,Summer,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
164,165,2011-06-14,2,0,6,0,2,Working Day,1,24.8,29.6,50.7,26.9,727,4164,4891,Summer,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
165,166,2011-06-15,2,0,6,0,3,Working Day,1,25.7,29.4,47.2,16.8,769,4411,5180,Summer,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
166,167,2011-06-16,2,0,6,0,4,Working Day,2,25.8,29.8,68.8,20.6,545,3222,3767,Summer,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2011
167,168,2011-06-17,2,0,6,0,5,Working Day,1,26.6,30.0,73.6,14.3,863,3981,4844,Summer,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
168,169,2011-06-18,2,0,6,0,6,Not Working Day,1,28.6,32.2,67.0,11.9,1807,3312,5119,Summer,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
169,170,2011-06-19,2,0,6,0,0,Not Working Day,2,28.7,32.3,66.7,10.2,1639,3105,4744,Summer,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2011
170,171,2011-06-20,2,0,6,0,1,Working Day,2,26.0,29.8,74.6,15.5,699,3311,4010,Summer,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2011
171,172,2011-06-21,3,0,6,0,2,Working Day,2,27.9,31.9,77.0,17.1,774,4061,4835,Fall,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2011
172,173,2011-06-22,3,0,6,0,3,Working Day,1,30.1,34.7,70.8,17.2,661,3846,4507,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
173,174,2011-06-23,3,0,6,0,4,Working Day,2,29.9,34.7,70.3,23.9,746,4044,4790,Fall,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2011
174,175,2011-06-24,3,0,6,0,5,Working Day,1,29.7,32.8,57.3,22.2,969,4022,4991,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
175,176,2011-06-25,3,0,6,0,6,Not Working Day,1,28.5,32.2,48.3,21.0,1782,3420,5202,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
176,177,2011-06-26,3,0,6,0,0,Not Working Day,1,27.9,31.9,51.3,9.5,1920,3385,5305,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
177,178,2011-06-27,3,0,6,0,1,Working Day,2,28.0,31.9,65.8,10.8,854,3854,4708,Fall,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",June,2011
178,179,2011-06-28,3,0,6,0,2,Working Day,1,30.5,34.6,63.4,14.4,732,3916,4648,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
179,180,2011-06-29,3,0,6,0,3,Working Day,1,29.9,32.7,49.8,26.2,848,4377,5225,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
180,181,2011-06-30,3,0,6,0,4,Working Day,1,28.6,31.9,43.4,18.5,1027,4488,5515,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",June,2011
181,182,2011-07-01,3,0,7,0,5,Working Day,1,29.6,32.6,39.6,10.3,1246,4116,5362,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
182,183,2011-07-02,3,0,7,0,6,Not Working Day,1,30.3,33.4,44.5,11.5,2204,2915,5119,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
183,184,2011-07-03,3,0,7,0,0,Not Working Day,2,29.4,33.4,68.2,22.9,2282,2367,4649,Fall,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",July,2011
184,185,2011-07-04,3,0,7,1,1,Not Working Day,2,29.8,33.3,63.8,8.1,3065,2978,6043,Fall,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",July,2011
185,186,2011-07-05,3,0,7,0,2,Working Day,1,30.6,34.8,59.0,12.6,1031,3634,4665,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
186,187,2011-07-06,3,0,7,0,3,Working Day,1,29.5,34.3,74.3,15.0,784,3845,4629,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
187,188,2011-07-07,3,0,7,0,4,Working Day,1,30.8,34.3,65.1,15.9,754,3838,4592,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
188,189,2011-07-08,3,0,7,0,5,Working Day,2,29.1,33.5,75.8,22.5,692,3348,4040,Fall,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",July,2011
189,190,2011-07-09,3,0,7,0,6,Not Working Day,1,30.1,33.2,60.9,16.8,1988,3348,5336,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
190,191,2011-07-10,3,0,7,0,0,Not Working Day,1,30.6,34.5,57.8,18.3,1743,3138,4881,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
191,192,2011-07-11,3,0,7,0,1,Working Day,1,31.3,36.5,63.6,28.2,723,3363,4086,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
192,193,2011-07-12,3,0,7,0,2,Working Day,1,32.6,37.0,55.9,20.0,662,3596,4258,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
193,194,2011-07-13,3,0,7,0,3,Working Day,1,30.6,34.5,63.2,14.6,748,3594,4342,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
194,195,2011-07-14,3,0,7,0,4,Working Day,1,27.9,31.8,47.6,24.1,888,4196,5084,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
195,196,2011-07-15,3,0,7,0,5,Working Day,1,27.2,31.2,59.1,18.3,1318,4220,5538,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
196,197,2011-07-16,3,0,7,0,6,Not Working Day,1,28.2,31.9,58.5,20.8,2418,3505,5923,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
197,198,2011-07-17,3,0,7,0,0,Not Working Day,1,29.5,33.5,60.4,24.5,2006,3296,5302,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
198,199,2011-07-18,3,0,7,0,1,Working Day,1,30.6,35.2,65.1,21.6,841,3617,4458,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
199,200,2011-07-19,3,0,7,0,2,Working Day,1,31.8,37.4,65.0,13.1,752,3789,4541,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
200,201,2011-07-20,3,0,7,0,3,Working Day,1,31.5,37.3,70.7,11.4,644,3688,4332,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
201,202,2011-07-21,3,0,7,0,4,Working Day,2,33.4,41.3,69.1,22.2,632,3152,3784,Fall,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",July,2011
202,203,2011-07-22,3,0,7,0,5,Working Day,1,34.8,42.0,58.0,13.3,562,2825,3387,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
203,204,2011-07-23,3,0,7,0,6,Not Working Day,1,34.8,40.2,50.0,13.1,987,2298,3285,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
204,205,2011-07-24,3,0,7,0,0,Not Working Day,1,34.0,39.7,55.1,16.9,1050,2556,3606,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
205,206,2011-07-25,3,0,7,0,1,Working Day,1,30.5,36.0,75.7,9.1,568,3272,3840,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
206,207,2011-07-26,3,0,7,0,2,Working Day,1,31.6,34.8,54.1,20.0,750,3840,4590,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
207,208,2011-07-27,3,0,7,0,3,Working Day,1,31.8,34.5,40.3,18.3,755,3901,4656,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
208,209,2011-07-28,3,0,7,0,4,Working Day,1,31.9,37.0,58.3,17.8,606,3784,4390,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
209,210,2011-07-29,3,0,7,0,5,Working Day,1,34.4,39.3,54.2,17.4,670,3176,3846,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
210,211,2011-07-30,3,0,7,0,6,Not Working Day,1,33.0,36.4,46.6,16.9,1559,2916,4475,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
211,212,2011-07-31,3,0,7,0,0,Not Working Day,1,33.0,36.5,48.1,16.5,1524,2778,4302,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",July,2011
212,213,2011-08-01,3,0,8,0,1,Working Day,1,31.6,35.2,55.1,15.7,729,3537,4266,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
213,214,2011-08-02,3,0,8,0,2,Working Day,1,32.1,35.4,49.1,20.6,801,4044,4845,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
214,215,2011-08-03,3,0,8,0,3,Working Day,2,30.0,34.0,65.8,13.6,467,3107,3574,Fall,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2011
215,216,2011-08-04,3,0,8,0,4,Working Day,2,29.1,33.2,75.8,19.7,799,3777,4576,Fall,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2011
216,217,2011-08-05,3,0,8,0,5,Working Day,1,29.1,32.8,63.1,18.5,1023,3843,4866,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
217,218,2011-08-06,3,0,8,0,6,Not Working Day,2,29.4,33.8,75.5,22.8,1521,2773,4294,Fall,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2011
218,219,2011-08-07,3,0,8,0,0,Not Working Day,1,30.4,35.8,75.3,20.1,1298,2487,3785,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
219,220,2011-08-08,3,0,8,0,1,Working Day,1,31.4,35.2,59.2,19.2,846,3480,4326,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
220,221,2011-08-09,3,0,8,0,2,Working Day,1,31.8,36.2,57.0,15.1,907,3695,4602,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
221,222,2011-08-10,3,0,8,0,3,Working Day,1,31.4,34.2,42.4,20.0,884,3896,4780,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
222,223,2011-08-11,3,0,8,0,4,Working Day,1,29.4,32.6,42.4,16.5,812,3980,4792,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
223,224,2011-08-12,3,0,8,0,5,Working Day,1,29.0,32.7,41.5,12.6,1051,3854,4905,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
224,225,2011-08-13,3,0,8,0,6,Not Working Day,2,28.1,32.3,73.0,21.1,1504,2646,4150,Fall,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2011
225,226,2011-08-14,3,0,8,0,0,Not Working Day,2,27.7,31.2,81.8,22.3,1338,2482,3820,Fall,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2011
226,227,2011-08-15,3,0,8,0,1,Working Day,1,27.3,30.8,71.2,20.9,775,3563,4338,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
227,228,2011-08-16,3,0,8,0,2,Working Day,1,28.7,32.3,57.8,23.6,721,4004,4725,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
228,229,2011-08-17,3,0,8,0,3,Working Day,1,29.7,33.3,57.5,14.4,668,4026,4694,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
229,230,2011-08-18,3,0,8,0,4,Working Day,1,29.2,33.1,65.5,23.3,639,3166,3805,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
230,231,2011-08-19,3,0,8,0,5,Working Day,2,28.1,31.7,72.3,13.9,797,3356,4153,Fall,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2011
231,232,2011-08-20,3,0,8,0,6,Not Working Day,1,28.6,32.4,67.4,10.4,1914,3277,5191,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
232,233,2011-08-21,3,0,8,0,0,Not Working Day,1,29.1,33.8,77.0,24.9,1249,2624,3873,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
233,234,2011-08-22,3,0,8,0,1,Working Day,1,28.4,31.9,47.0,27.7,833,3925,4758,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
234,235,2011-08-23,3,0,8,0,2,Working Day,1,26.3,30.3,45.5,14.7,1281,4614,5895,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
235,236,2011-08-24,3,0,8,0,3,Working Day,1,27.6,31.5,60.5,25.3,949,4181,5130,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
236,237,2011-08-25,3,0,8,0,4,Working Day,2,28.1,32.3,77.2,21.1,435,3107,3542,Fall,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2011
237,238,2011-08-26,3,0,8,0,5,Working Day,1,28.7,33.0,76.1,8.4,768,3893,4661,Fall,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
238,239,2011-08-27,3,0,8,0,6,Not Working Day,2,27.9,31.8,85.0,37.6,226,889,1115,Fall,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",August,2011
239,240,2011-08-28,3,0,8,0,0,Not Working Day,1,29.0,32.4,56.2,30.5,1415,2919,4334,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
240,241,2011-08-29,3,0,8,0,1,Working Day,1,26.1,30.4,55.5,16.0,729,3905,4634,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
241,242,2011-08-30,3,0,8,0,2,Working Day,1,26.2,29.7,54.8,12.5,775,4429,5204,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
242,243,2011-08-31,3,0,8,0,3,Working Day,1,26.9,30.6,59.8,8.3,688,4370,5058,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",August,2011
243,244,2011-09-01,3,0,9,0,4,Working Day,1,26.9,30.7,63.9,14.2,783,4332,5115,Fall,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
244,245,2011-09-02,3,0,9,0,5,Working Day,2,26.4,30.2,72.7,14.0,875,3852,4727,Fall,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
245,246,2011-09-03,3,0,9,0,6,Not Working Day,1,27.4,31.7,71.7,18.5,1935,2549,4484,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
246,247,2011-09-04,3,0,9,0,0,Not Working Day,1,29.1,33.3,74.2,20.6,2521,2419,4940,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
247,248,2011-09-05,3,0,9,1,1,Not Working Day,2,27.6,31.3,79.0,21.3,1236,2115,3351,Fall,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
248,249,2011-09-06,3,0,9,0,2,Working Day,3,22.1,25.8,88.7,34.4,204,2506,2710,Fall,Tuesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",September,2011
249,250,2011-09-07,3,0,9,0,3,Working Day,3,24.6,27.2,91.7,9.7,118,1878,1996,Fall,Wednesday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",September,2011
250,251,2011-09-08,3,0,9,0,4,Working Day,3,26.0,27.8,94.0,19.3,153,1689,1842,Fall,Thursday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",September,2011
251,252,2011-09-09,3,0,9,0,5,Working Day,2,26.6,28.9,89.8,12.4,417,3127,3544,Fall,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
252,253,2011-09-10,3,0,9,0,6,Not Working Day,1,27.1,30.4,75.4,15.4,1750,3595,5345,Fall,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
253,254,2011-09-11,3,0,9,0,0,Not Working Day,1,26.8,30.5,71.4,11.5,1633,3413,5046,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
254,255,2011-09-12,3,0,9,0,1,Working Day,1,26.4,30.1,69.2,8.9,690,4023,4713,Fall,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
255,256,2011-09-13,3,0,9,0,2,Working Day,1,26.7,30.2,71.2,14.2,701,4062,4763,Fall,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
256,257,2011-09-14,3,0,9,0,3,Working Day,1,27.6,31.3,69.7,16.7,647,4138,4785,Fall,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
257,258,2011-09-15,3,0,9,0,4,Working Day,2,23.7,27.7,70.9,27.1,428,3231,3659,Fall,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
258,259,2011-09-16,3,0,9,0,5,Working Day,2,19.2,23.1,59.0,16.4,742,4018,4760,Fall,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
259,260,2011-09-17,3,0,9,0,6,Not Working Day,2,20.2,23.9,71.8,19.0,1434,3077,4511,Fall,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
260,261,2011-09-18,3,0,9,0,0,Not Working Day,1,20.8,24.5,69.5,17.8,1353,2921,4274,Fall,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
261,262,2011-09-19,3,0,9,0,1,Working Day,2,22.5,26.5,69.0,15.2,691,3848,4539,Fall,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
262,263,2011-09-20,3,0,9,0,2,Working Day,2,23.0,26.6,88.1,13.5,438,3203,3641,Fall,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
263,264,2011-09-21,3,0,9,0,3,Working Day,2,24.4,27.5,90.0,9.6,539,3813,4352,Fall,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
264,265,2011-09-22,3,0,9,0,4,Working Day,2,25.8,27.7,90.2,12.8,555,4240,4795,Fall,Thursday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
265,266,2011-09-23,4,0,9,0,5,Working Day,2,25.0,26.1,97.2,7.8,258,2137,2395,Winter,Friday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
266,267,2011-09-24,4,0,9,0,6,Not Working Day,2,24.9,28.2,86.2,7.8,1776,3647,5423,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
267,268,2011-09-25,4,0,9,0,0,Not Working Day,2,26.0,28.6,84.5,5.0,1544,3466,5010,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
268,269,2011-09-26,4,0,9,0,1,Working Day,2,26.6,29.5,84.8,11.1,684,3946,4630,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
269,270,2011-09-27,4,0,9,0,2,Working Day,2,26.1,28.7,88.5,11.8,477,3643,4120,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
270,271,2011-09-28,4,0,9,0,3,Working Day,2,26.0,28.8,84.9,14.9,480,3427,3907,Winter,Wednesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",September,2011
271,272,2011-09-29,4,0,9,0,4,Working Day,1,25.3,28.7,69.9,17.3,653,4186,4839,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
272,273,2011-09-30,4,0,9,0,5,Working Day,1,23.1,27.2,64.8,20.6,830,4372,5202,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",September,2011
273,274,2011-10-01,4,0,10,0,6,Not Working Day,2,16.8,20.6,75.4,29.2,480,1949,2429,Winter,Saturday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2011
274,275,2011-10-02,4,0,10,0,0,Not Working Day,2,14.6,17.3,79.2,22.2,616,2302,2918,Winter,Sunday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2011
275,276,2011-10-03,4,0,10,0,1,Working Day,2,15.8,19.6,76.1,8.3,330,3240,3570,Winter,Monday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2011
276,277,2011-10-04,4,0,10,0,2,Working Day,1,19.9,23.6,71.0,20.6,486,3970,4456,Winter,Tuesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
277,278,2011-10-05,4,0,10,0,3,Working Day,1,22.1,26.4,64.8,17.7,559,4267,4826,Winter,Wednesday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
278,279,2011-10-06,4,0,10,0,4,Working Day,1,20.3,24.0,62.1,13.5,639,4126,4765,Winter,Thursday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
279,280,2011-10-07,4,0,10,0,5,Working Day,1,20.9,25.2,68.4,2.2,949,4036,4985,Winter,Friday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
280,281,2011-10-08,4,0,10,0,6,Not Working Day,1,21.4,25.7,70.1,4.5,2235,3174,5409,Winter,Saturday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
281,282,2011-10-09,4,0,10,0,0,Not Working Day,1,22.2,26.2,72.8,6.3,2397,3114,5511,Winter,Sunday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
282,283,2011-10-10,4,0,10,1,1,Not Working Day,1,23.4,27.1,73.4,4.2,1514,3603,5117,Winter,Monday,"Clear, Few clouds, Partly cloudy, Partly cloudy",October,2011
283,284,2011-10-11,4,0,10,0,2,Working Day,2,23.2,27.3,80.9,14.3,667,3896,4563,Winter,Tuesday,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",October,2011
